@relation ThresholdCurve

@attribute 'True Positives' numeric
@attribute 'False Negatives' numeric
@attribute 'False Positives' numeric
@attribute 'True Negatives' numeric
@attribute 'False Positive Rate' numeric
@attribute 'True Positive Rate' numeric
@attribute Precision numeric
@attribute Recall numeric
@attribute Fallout numeric
@attribute FMeasure numeric
@attribute 'Sample Size' numeric
@attribute Lift numeric
@attribute Threshold numeric

@data
15,0,35,0,1,1,0.3,1,0.7,0.461538,1,1,0.000473
10,5,33,2,0.942857,0.666667,0.232558,0.666667,0.767442,0.344828,0.86,0.775194,0.001602
10,5,32,3,0.914286,0.666667,0.238095,0.666667,0.761905,0.350877,0.84,0.793651,0.003071
10,5,31,4,0.885714,0.666667,0.243902,0.666667,0.756098,0.357143,0.82,0.813008,0.021688
10,5,30,5,0.857143,0.666667,0.25,0.666667,0.75,0.363636,0.8,0.833333,0.097116
9,6,30,5,0.857143,0.6,0.230769,0.6,0.769231,0.333333,0.78,0.769231,0.135422
9,6,29,6,0.828571,0.6,0.236842,0.6,0.763158,0.339623,0.76,0.789474,0.211651
8,7,29,6,0.828571,0.533333,0.216216,0.533333,0.783784,0.307692,0.74,0.720721,0.447763
8,7,28,7,0.8,0.533333,0.222222,0.533333,0.777778,0.313725,0.72,0.740741,0.450998
8,7,27,8,0.771429,0.533333,0.228571,0.533333,0.771429,0.32,0.7,0.761905,0.58273
7,8,27,8,0.771429,0.466667,0.205882,0.466667,0.794118,0.285714,0.68,0.686275,0.59258
7,8,26,9,0.742857,0.466667,0.212121,0.466667,0.787879,0.291667,0.66,0.707071,0.603957
7,8,25,10,0.714286,0.466667,0.21875,0.466667,0.78125,0.297872,0.64,0.729167,0.624234
7,8,24,11,0.685714,0.466667,0.225806,0.466667,0.774194,0.304348,0.62,0.752688,0.628143
7,8,23,12,0.657143,0.466667,0.233333,0.466667,0.766667,0.311111,0.6,0.777778,0.631865
6,9,23,12,0.657143,0.4,0.206897,0.4,0.793103,0.272727,0.58,0.689655,0.667113
6,9,22,13,0.628571,0.4,0.214286,0.4,0.785714,0.27907,0.56,0.714286,0.67719
6,9,21,14,0.6,0.4,0.222222,0.4,0.777778,0.285714,0.54,0.740741,0.678029
5,10,21,14,0.6,0.333333,0.192308,0.333333,0.807692,0.243902,0.52,0.641026,0.718797
5,10,20,15,0.571429,0.333333,0.2,0.333333,0.8,0.25,0.5,0.666667,0.745292
5,10,19,16,0.542857,0.333333,0.208333,0.333333,0.791667,0.25641,0.48,0.694444,0.76904
5,10,18,17,0.514286,0.333333,0.217391,0.333333,0.782609,0.263158,0.46,0.724638,0.770997
5,10,17,18,0.485714,0.333333,0.227273,0.333333,0.772727,0.27027,0.44,0.757576,0.781067
5,10,16,19,0.457143,0.333333,0.238095,0.333333,0.761905,0.277778,0.42,0.793651,0.788547
5,10,15,20,0.428571,0.333333,0.25,0.333333,0.75,0.285714,0.4,0.833333,0.79052
5,10,14,21,0.4,0.333333,0.263158,0.333333,0.736842,0.294118,0.38,0.877193,0.79485
4,11,14,21,0.4,0.266667,0.222222,0.266667,0.777778,0.242424,0.36,0.740741,0.823324
4,11,13,22,0.371429,0.266667,0.235294,0.266667,0.764706,0.25,0.34,0.784314,0.857646
4,11,12,23,0.342857,0.266667,0.25,0.266667,0.75,0.258065,0.32,0.833333,0.859672
4,11,11,24,0.314286,0.266667,0.266667,0.266667,0.733333,0.266667,0.3,0.888889,0.862777
4,11,10,25,0.285714,0.266667,0.285714,0.266667,0.714286,0.275862,0.28,0.952381,0.865048
3,12,10,25,0.285714,0.2,0.230769,0.2,0.769231,0.214286,0.26,0.769231,0.870781
2,13,8,27,0.228571,0.133333,0.2,0.133333,0.8,0.16,0.2,0.666667,0.882321
1,14,8,27,0.228571,0.066667,0.111111,0.066667,0.888889,0.083333,0.18,0.37037,0.889098
0,15,8,27,0.228571,0,0,0,1,?,0.16,0,0.900805
0,15,7,28,0.2,0,0,0,1,?,0.14,0,0.914118
0,15,6,29,0.171429,0,0,0,1,?,0.12,0,0.922815
0,15,5,30,0.142857,0,0,0,1,?,0.1,0,0.948358
0,15,3,32,0.085714,0,0,0,1,?,0.06,?,0.95117
0,15,2,33,0.057143,0,0,0,1,?,0.04,?,0.96181
0,15,1,34,0.028571,0,0,0,1,?,0.02,?,0.970371
0,15,0,35,0,0,?,0,?,?,0,?,0.970381
