@relation ThresholdCurve

@attribute 'True Positives' numeric
@attribute 'False Negatives' numeric
@attribute 'False Positives' numeric
@attribute 'True Negatives' numeric
@attribute 'False Positive Rate' numeric
@attribute 'True Positive Rate' numeric
@attribute Precision numeric
@attribute Recall numeric
@attribute Fallout numeric
@attribute FMeasure numeric
@attribute 'Sample Size' numeric
@attribute Lift numeric
@attribute Threshold numeric

@data
15,0,35,0,1,1,0.3,1,0.7,0.461538,1,1,0.000112
15,0,34,1,0.971429,1,0.306122,1,0.693878,0.46875,0.98,1.020408,0.000472
15,0,33,2,0.942857,1,0.3125,1,0.6875,0.47619,0.96,1.041667,0.000801
15,0,32,3,0.914286,1,0.319149,1,0.680851,0.483871,0.94,1.06383,0.003841
15,0,31,4,0.885714,1,0.326087,1,0.673913,0.491803,0.92,1.086957,0.014491
10,5,30,5,0.857143,0.666667,0.25,0.666667,0.75,0.363636,0.8,0.833333,0.038607
10,5,29,6,0.828571,0.666667,0.25641,0.666667,0.74359,0.37037,0.78,0.854701,0.086218
10,5,28,7,0.8,0.666667,0.263158,0.666667,0.736842,0.377358,0.76,0.877193,0.100822
9,6,28,7,0.8,0.6,0.243243,0.6,0.756757,0.346154,0.74,0.810811,0.135809
9,6,27,8,0.771429,0.6,0.25,0.6,0.75,0.352941,0.72,0.833333,0.158479
9,6,26,9,0.742857,0.6,0.257143,0.6,0.742857,0.36,0.7,0.857143,0.180971
8,7,26,9,0.742857,0.533333,0.235294,0.533333,0.764706,0.326531,0.68,0.784314,0.207341
8,7,25,10,0.714286,0.533333,0.242424,0.533333,0.757576,0.333333,0.66,0.808081,0.20837
8,7,24,11,0.685714,0.533333,0.25,0.533333,0.75,0.340426,0.64,0.833333,0.262393
8,7,23,12,0.657143,0.533333,0.258065,0.533333,0.741935,0.347826,0.62,0.860215,0.274437
8,7,22,13,0.628571,0.533333,0.266667,0.533333,0.733333,0.355556,0.6,0.888889,0.343756
7,8,22,13,0.628571,0.466667,0.241379,0.466667,0.758621,0.318182,0.58,0.804598,0.360478
7,8,21,14,0.6,0.466667,0.25,0.466667,0.75,0.325581,0.56,0.833333,0.376212
7,8,20,15,0.571429,0.466667,0.259259,0.466667,0.740741,0.333333,0.54,0.864198,0.380655
7,8,19,16,0.542857,0.466667,0.269231,0.466667,0.730769,0.341463,0.52,0.897436,0.418025
7,8,18,17,0.514286,0.466667,0.28,0.466667,0.72,0.35,0.5,0.933333,0.447689
7,8,17,18,0.485714,0.466667,0.291667,0.466667,0.708333,0.358974,0.48,0.972222,0.448351
7,8,16,19,0.457143,0.466667,0.304348,0.466667,0.695652,0.368421,0.46,1.014493,0.475958
6,9,16,19,0.457143,0.4,0.272727,0.4,0.727273,0.324324,0.44,0.909091,0.48393
5,10,16,19,0.457143,0.333333,0.238095,0.333333,0.761905,0.277778,0.42,0.793651,0.484214
5,10,15,20,0.428571,0.333333,0.25,0.333333,0.75,0.285714,0.4,0.833333,0.486454
5,10,14,21,0.4,0.333333,0.263158,0.333333,0.736842,0.294118,0.38,0.877193,0.506016
5,10,13,22,0.371429,0.333333,0.277778,0.333333,0.722222,0.30303,0.36,0.925926,0.515877
5,10,12,23,0.342857,0.333333,0.294118,0.333333,0.705882,0.3125,0.34,0.980392,0.518448
5,10,11,24,0.314286,0.333333,0.3125,0.333333,0.6875,0.322581,0.32,1.041667,0.531832
5,10,10,25,0.285714,0.333333,0.333333,0.333333,0.666667,0.333333,0.3,1.111111,0.533366
5,10,9,26,0.257143,0.333333,0.357143,0.333333,0.642857,0.344828,0.28,1.190476,0.585161
4,11,9,26,0.257143,0.266667,0.307692,0.266667,0.692308,0.285714,0.26,1.025641,0.636923
4,11,8,27,0.228571,0.266667,0.333333,0.266667,0.666667,0.296296,0.24,1.111111,0.673523
4,11,7,28,0.2,0.266667,0.363636,0.266667,0.636364,0.307692,0.22,1.212121,0.785587
4,11,6,29,0.171429,0.266667,0.4,0.266667,0.6,0.32,0.2,1.333333,0.790595
4,11,5,30,0.142857,0.266667,0.444444,0.266667,0.555556,0.333333,0.18,1.481481,0.796592
3,12,5,30,0.142857,0.2,0.375,0.2,0.625,0.26087,0.16,1.25,0.799389
3,12,4,31,0.114286,0.2,0.428571,0.2,0.571429,0.272727,0.14,1.428571,0.820095
2,13,4,31,0.114286,0.133333,0.333333,0.133333,0.666667,0.190476,0.12,1.111111,0.824596
2,13,3,32,0.085714,0.133333,0.4,0.133333,0.6,0.2,0.1,1.333333,0.89288
1,14,3,32,0.085714,0.066667,0.25,0.066667,0.75,0.105263,0.08,0.833333,0.927101
1,14,2,33,0.057143,0.066667,0.333333,0.066667,0.666667,0.111111,0.06,?,0.96365
1,14,1,34,0.028571,0.066667,0.5,0.066667,0.5,0.117647,0.04,?,0.988263
0,15,1,34,0.028571,0,0,0,1,?,0.02,?,0.997501
0,15,0,35,0,0,?,0,?,?,0,?,0.997511
