@relation ThresholdCurve

@attribute 'True Positives' numeric
@attribute 'False Negatives' numeric
@attribute 'False Positives' numeric
@attribute 'True Negatives' numeric
@attribute 'False Positive Rate' numeric
@attribute 'True Positive Rate' numeric
@attribute Precision numeric
@attribute Recall numeric
@attribute Fallout numeric
@attribute FMeasure numeric
@attribute 'Sample Size' numeric
@attribute Lift numeric
@attribute Threshold numeric

@data
12,0,23,0,1,1,0.342857,1,0.657143,0.510638,1,1,0.000058
12,0,22,1,0.956522,1,0.352941,1,0.647059,0.521739,0.971429,1.029412,0.00128
12,0,21,2,0.913043,1,0.363636,1,0.636364,0.533333,0.942857,1.060606,0.001889
12,0,20,3,0.869565,1,0.375,1,0.625,0.545455,0.914286,1.09375,0.013177
11,1,20,3,0.869565,0.916667,0.354839,0.916667,0.645161,0.511628,0.885714,1.034946,0.013377
11,1,19,4,0.826087,0.916667,0.366667,0.916667,0.633333,0.52381,0.857143,1.069444,0.017053
11,1,18,5,0.782609,0.916667,0.37931,0.916667,0.62069,0.536585,0.828571,1.106322,0.048574
11,1,17,6,0.73913,0.916667,0.392857,0.916667,0.607143,0.55,0.8,1.145833,0.055042
10,2,17,6,0.73913,0.833333,0.37037,0.833333,0.62963,0.512821,0.771429,1.080247,0.084752
10,2,16,7,0.695652,0.833333,0.384615,0.833333,0.615385,0.526316,0.742857,1.121795,0.092374
10,2,15,8,0.652174,0.833333,0.4,0.833333,0.6,0.540541,0.714286,1.166667,0.139412
10,2,14,9,0.608696,0.833333,0.416667,0.833333,0.583333,0.555556,0.685714,1.215278,0.277548
10,2,13,10,0.565217,0.833333,0.434783,0.833333,0.565217,0.571429,0.657143,1.268116,0.576229
10,2,12,11,0.521739,0.833333,0.454545,0.833333,0.545455,0.588235,0.628571,1.325758,0.875024
10,2,11,12,0.478261,0.833333,0.47619,0.833333,0.52381,0.606061,0.6,1.388889,0.969269
9,3,11,12,0.478261,0.75,0.45,0.75,0.55,0.5625,0.571429,1.3125,0.980479
9,3,10,13,0.434783,0.75,0.473684,0.75,0.526316,0.580645,0.542857,1.381579,0.999856
9,3,9,14,0.391304,0.75,0.5,0.75,0.5,0.6,0.514286,1.458333,0.999968
8,4,9,14,0.391304,0.666667,0.470588,0.666667,0.529412,0.551724,0.485714,1.372549,0.999992
8,4,8,15,0.347826,0.666667,0.5,0.666667,0.5,0.571429,0.457143,1.458333,0.999994
8,4,7,16,0.304348,0.666667,0.533333,0.666667,0.466667,0.592593,0.428571,1.555556,0.999998
8,4,6,17,0.26087,0.666667,0.571429,0.666667,0.428571,0.615385,0.4,1.666667,0.999999
8,4,5,18,0.217391,0.666667,0.615385,0.666667,0.384615,0.64,0.371429,1.794872,0.999999
8,4,4,19,0.173913,0.666667,0.666667,0.666667,0.333333,0.666667,0.342857,1.944444,1
8,4,3,20,0.130435,0.666667,0.727273,0.666667,0.272727,0.695652,0.314286,2.121212,1
7,5,3,20,0.130435,0.583333,0.7,0.583333,0.3,0.636364,0.285714,2.041667,1
7,5,2,21,0.086957,0.583333,0.777778,0.583333,0.222222,0.666667,0.257143,2.268519,1
7,5,1,22,0.043478,0.583333,0.875,0.583333,0.125,0.7,0.228571,2.552083,1
6,6,1,22,0.043478,0.5,0.857143,0.5,0.142857,0.631579,0.2,2.5,1
5,7,1,22,0.043478,0.416667,0.833333,0.416667,0.166667,0.555556,0.171429,2.430556,1
4,8,1,22,0.043478,0.333333,0.8,0.333333,0.2,0.470588,0.142857,2.333333,1
0,12,0,23,0,0,?,0,?,?,0,?,1.00001
