@relation ThresholdCurve

@attribute 'True Positives' numeric
@attribute 'False Negatives' numeric
@attribute 'False Positives' numeric
@attribute 'True Negatives' numeric
@attribute 'False Positive Rate' numeric
@attribute 'True Positive Rate' numeric
@attribute Precision numeric
@attribute Recall numeric
@attribute Fallout numeric
@attribute FMeasure numeric
@attribute 'Sample Size' numeric
@attribute Lift numeric
@attribute Threshold numeric

@data
15,0,35,0,1,1,0.3,1,0.7,0.461538,1,1,0.000144
15,0,34,1,0.971429,1,0.306122,1,0.693878,0.46875,0.98,1.020408,0.001125
15,0,33,2,0.942857,1,0.3125,1,0.6875,0.47619,0.96,1.041667,0.002718
15,0,32,3,0.914286,1,0.319149,1,0.680851,0.483871,0.94,1.06383,0.013746
14,1,32,3,0.914286,0.933333,0.304348,0.933333,0.695652,0.459016,0.92,1.014493,0.01695
9,6,30,5,0.857143,0.6,0.230769,0.6,0.769231,0.333333,0.78,0.769231,0.034625
9,6,29,6,0.828571,0.6,0.236842,0.6,0.763158,0.339623,0.76,0.789474,0.074789
9,6,28,7,0.8,0.6,0.243243,0.6,0.756757,0.346154,0.74,0.810811,0.113333
9,6,27,8,0.771429,0.6,0.25,0.6,0.75,0.352941,0.72,0.833333,0.117423
8,7,27,8,0.771429,0.533333,0.228571,0.533333,0.771429,0.32,0.7,0.761905,0.163996
7,8,27,8,0.771429,0.466667,0.205882,0.466667,0.794118,0.285714,0.68,0.686275,0.261865
7,8,26,9,0.742857,0.466667,0.212121,0.466667,0.787879,0.291667,0.66,0.707071,0.326599
7,8,25,10,0.714286,0.466667,0.21875,0.466667,0.78125,0.297872,0.64,0.729167,0.336221
7,8,24,11,0.685714,0.466667,0.225806,0.466667,0.774194,0.304348,0.62,0.752688,0.655506
7,8,23,12,0.657143,0.466667,0.233333,0.466667,0.766667,0.311111,0.6,0.777778,0.694265
7,8,22,13,0.628571,0.466667,0.241379,0.466667,0.758621,0.318182,0.58,0.804598,0.701662
7,8,21,14,0.6,0.466667,0.25,0.466667,0.75,0.325581,0.56,0.833333,0.767341
7,8,20,15,0.571429,0.466667,0.259259,0.466667,0.740741,0.333333,0.54,0.864198,0.78403
6,9,20,15,0.571429,0.4,0.230769,0.4,0.769231,0.292683,0.52,0.769231,0.828096
6,9,19,16,0.542857,0.4,0.24,0.4,0.76,0.3,0.5,0.8,0.838603
6,9,18,17,0.514286,0.4,0.25,0.4,0.75,0.307692,0.48,0.833333,0.866361
5,10,18,17,0.514286,0.333333,0.217391,0.333333,0.782609,0.263158,0.46,0.724638,0.889429
5,10,17,18,0.485714,0.333333,0.227273,0.333333,0.772727,0.27027,0.44,0.757576,0.919281
5,10,16,19,0.457143,0.333333,0.238095,0.333333,0.761905,0.277778,0.42,0.793651,0.963952
4,11,16,19,0.457143,0.266667,0.2,0.266667,0.8,0.228571,0.4,0.666667,0.964727
3,12,14,21,0.4,0.2,0.176471,0.2,0.823529,0.1875,0.34,0.588235,0.967247
3,12,12,23,0.342857,0.2,0.2,0.2,0.8,0.2,0.3,0.666667,0.979667
3,12,11,24,0.314286,0.2,0.214286,0.2,0.785714,0.206897,0.28,0.714286,0.980202
3,12,10,25,0.285714,0.2,0.230769,0.2,0.769231,0.214286,0.26,0.769231,0.98024
3,12,9,26,0.257143,0.2,0.25,0.2,0.75,0.222222,0.24,0.833333,0.984161
3,12,8,27,0.228571,0.2,0.272727,0.2,0.727273,0.230769,0.22,0.909091,0.984298
3,12,7,28,0.2,0.2,0.3,0.2,0.7,0.24,0.2,1,0.985453
3,12,6,29,0.171429,0.2,0.333333,0.2,0.666667,0.25,0.18,1.111111,0.988007
3,12,5,30,0.142857,0.2,0.375,0.2,0.625,0.26087,0.16,1.25,0.989623
3,12,4,31,0.114286,0.2,0.428571,0.2,0.571429,0.272727,0.14,1.428571,0.994562
2,13,4,31,0.114286,0.133333,0.333333,0.133333,0.666667,0.190476,0.12,1.111111,0.997834
2,13,3,32,0.085714,0.133333,0.4,0.133333,0.6,0.2,0.1,1.333333,0.997872
1,14,3,32,0.085714,0.066667,0.25,0.066667,0.75,0.105263,0.08,0.833333,0.999007
0,15,3,32,0.085714,0,0,0,1,?,0.06,?,0.999367
0,15,2,33,0.057143,0,0,0,1,?,0.04,?,0.999568
0,15,1,34,0.028571,0,0,0,1,?,0.02,?,0.99996
0,15,0,35,0,0,?,0,?,?,0,?,0.99997
